Filename;newFilename;Path;Title;Text_English;Language ;Pictorial_verbopictorial;Name_of_the_creator;Longitude;Latitude;Additional_info;Mode_of_construction;Function;Channels_of_circulation
IMG00002.jpg;IMG00002_2016.jpg;"<img alt=""File"" src=""\\hta-staff01.uw.lu.se\arkivering$\ge7825st\GIS\Athens_2016_A\IMG00002.jpg"" />";Molotov cocktails;Welcome to the civilization;EN;verbopictorial;Unknown;23.68241; 37.99311;;spraypaint / marker pen;social, political;public wall
IMG00003.jpg;IMG00003_2016.jpg;"<img alt=""File"" src=""\\hta-staff01.uw.lu.se\arkivering$\ge7825st\GIS\Athens_2016_A\IMG00003.jpg"" />";Antinazism;Mesologiou Antinazi;GR;verbopictorial;Unknown;23.73359; 37.98637;;spraypaint / marker pen;social, political;public wall
IMG00004.jpg;IMG00004_2016.jpg;"<img alt=""File"" src=""\\hta-staff01.uw.lu.se\arkivering$\ge7825st\GIS\Athens_2016_A\IMG00004.jpg"" />";The power is blind;;;pictorial;Unknown;23.73419; 37.98269;;spraypaint / marker pen;social, political;public wall
IMG00005.jpg;IMG00005_2016.jpg;"<img alt=""File"" src=""\\hta-staff01.uw.lu.se\arkivering$\ge7825st\GIS\Athens_2016_A\IMG00005.jpg"" />";Debt;Cut the debt;EN;verbopictorial;Cacao Rocks;23.72396; 37.97982;;spraypaint / marker pen;social, political;public wall
IMG00006.jpg;IMG00006_2016.jpg;"<img alt=""File"" src=""\\hta-staff01.uw.lu.se\arkivering$\ge7825st\GIS\Athens_2016_A\IMG00006.jpg"" />";Antinazism;;;pictorial;Unknown;23.72817; 37.97692;;spraypaint / marker pen;social, political;public wall
IMG00007.jpg;IMG00007_2016.jpg;"<img alt=""File"" src=""\\hta-staff01.uw.lu.se\arkivering$\ge7825st\GIS\Athens_2016_A\IMG00007.jpg"" />";Be happy;Be happy;EN;verbopictorial;Unknown;23.72544; 37.97879;;spraypaint / marker pen;social, political;public wall
IMG00008.jpg;IMG00008_2016.jpg;"<img alt=""File"" src=""\\hta-staff01.uw.lu.se\arkivering$\ge7825st\GIS\Athens_2016_A\IMG00008.jpg"" />";No title;;;pictorial;NFNA;23.72592; 37.97325;;spraypaint / marker pen;social, political;public wall
IMG00009.jpg;IMG00009_2016.jpg;"<img alt=""File"" src=""\\hta-staff01.uw.lu.se\arkivering$\ge7825st\GIS\Athens_2016_A\IMG00009.jpg"" />";The girl and the flowers;The girl is the flowers;GR;verbopictorial;Yiakou;23.72864; 37.97637;;spraypaint / marker pen;social, political;public wall
IMG00010.jpg;IMG00010_2016.jpg;"<img alt=""File"" src=""\\hta-staff01.uw.lu.se\arkivering$\ge7825st\GIS\Athens_2016_A\IMG00010.jpg"" />";The lady of Athens;;;pictorial;Sonke;23.72971; 37.97769;;spraypaint / marker pen;social, aesthetic, politcal;public wall
IMG00011.jpg;IMG00011_2016.jpg;"<img alt=""File"" src=""\\hta-staff01.uw.lu.se\arkivering$\ge7825st\GIS\Athens_2016_A\IMG00011.jpg"" />";The smiling woman with the glove;;;pictorial;WD;23.73559; 37.98598;;paste-up, sticker;social, aesthetic, politcal;public wall
IMG00012.jpg;IMG00012_2016.jpg;"<img alt=""File"" src=""\\hta-staff01.uw.lu.se\arkivering$\ge7825st\GIS\Athens_2016_A\IMG00012.jpg"" />";We have the power;;;pictorial;INO;23.64238; 37.94726;It is depicting a child looking up at a huge portrait of the ancient philosopher Democritus. Knowledge is power. ;spraypaint / marker pen;social, aesthetic, politcal;public wall, wall mural
IMG00013.jpg;IMG00013_2016.jpg;"<img alt=""File"" src=""\\hta-staff01.uw.lu.se\arkivering$\ge7825st\GIS\Athens_2016_A\IMG00013.jpg"" />";Money, power;;;pictorial;INO;23.72797; 37.98649;;spraypaint / marker pen;social, aesthetic, politcal;public wall, wall mural
IMG00014.jpg;IMG00014_2016.jpg;"<img alt=""File"" src=""\\hta-staff01.uw.lu.se\arkivering$\ge7825st\GIS\Athens_2016_A\IMG00014.jpg"" />";ΚΙΠSER;;;pictorial;Unknown;23.73318; 37.98819;;paste-up, sticker;social, aesthetic, politcal;public wall
IMG00015.jpg;IMG00015_2016.jpg;"<img alt=""File"" src=""\\hta-staff01.uw.lu.se\arkivering$\ge7825st\GIS\Athens_2016_A\IMG00015.jpg"" />";Clown kids;;;pictorial;STMTS;23.73607; 37.98784;;paste-up, sticker;social, aesthetic, politcal;public wall
IMG00016.jpg;IMG00016_2016.jpg;"<img alt=""File"" src=""\\hta-staff01.uw.lu.se\arkivering$\ge7825st\GIS\Athens_2016_A\IMG00016.jpg"" />";Noble Rot;;;pictorial;Skeim, Illu;23.72792; 37.98098;;spraypaint;social, political;steel door
